account for something,解释了某事,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
carriage,火车车厢，拖车,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
haze,雾霾,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
virtue,美德,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
shed,户外的园艺工具房,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
inhibit someone from doing something,妨碍某人做某事,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
fire hydrant,消防栓,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
entrepreneurial,商业才能,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
shed,蜕皮,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
sector,经济板块,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
erosion,风化，侵蚀,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
hall,门厅、门廊,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
bog,沼泽地,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
resign,辞职,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
sleeve,袖子,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
asparagus,芦笋,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
tart,果酱馅饼,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
counter,柜台,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
haze,迷糊,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
excavate,挖掘,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
lambast,严厉指责,If you lambast someone， you criticize them severely， usually in public.,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
circumvent,阻止某事的发生,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
gross pay,税前工资,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
marsh,湿地,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
throughput,吞吐量,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
intimately,密切的,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
grate,擦丝,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
buzz,嗡嗡叫,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
curb,路牙子，控制，束缚,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
handicapped,残障,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
launderette,自助洗衣店,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
stern,严厉,Someone who is stern is very serious and strict.,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
zucchini,西葫芦,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
stringent,严格,Stringent laws， rules， or conditions are very severe or are strictly controlled.,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
shoot,嫩芽,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
storey,楼层,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
hardware store ,五金店,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
disregard,不理会，漠视,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
creek,（英）小港湾，（美）小溪,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
panacea,包治百病的药,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
intervene,干涉,intervention,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
cockpit,驾驶座,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
cheek,脸颊,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
carousel,旋转木马，传送带,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
newsstand,报亭,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
avalanche,雪崩,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
bureaucrat,官僚,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
bluster,大风,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
honk,鸣笛,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
slush,半融化的雪,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
drought,干旱,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
stifling,令人窒息，闷热,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
gale,大风,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
run errands,出去买东西或者去做日常杂事,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
shrewd,精明的，鸡贼的,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
integrity,诚信。完整,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
tactic,战术策略,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
toddler,还在学走路的小孩,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
monocular video,一只眼的视频,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
larva,幼虫,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
a plume of smoke,一缕青烟,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
off the shelf,现成的,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
degreadation,降低，屈辱,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
landing,楼梯的平台,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
snowdrift,自然形成的雪堆,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
scorching,非常热,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
attic,贴着房顶的阁楼,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
substantial,大量,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
token,货币,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
quest,追求,the quest for the Holy Grail,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
reimbursement,赔偿,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
philanthropy,慈善事业,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
aisle,笔直的通道,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
spectator,体育比赛的观众,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
hail,冰雹,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
tidal,海啸,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
wary,提防,be wary of something,对某样东西谨慎,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
courthouse,法院大楼,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
gourmet kitchen,餐厅级别的厨房,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
herein,在此方面,,,2,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
emblematic,象征,be emblematic of something,象征了某物,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
patronage,资助,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
bland,没有味道,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
poultry,家禽,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
settler,移民,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
stalk,跟踪,If you stalk a person or a wild animal， you follow them quietly in order to kill them， catch them， or observe them carefully.,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
feta,羊奶做成的奶酪,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
seamless,无缝,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
Pension plan,退休金计划,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
tadpole,蝌蚪,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
scenic,风景优美的,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
semi-detached,一体两户的房子,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
net pay,税后工资,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
alternative art,另类艺术,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
bulk,大量,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
advocate,鼓吹，支持,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
torrential,形容大雨，倾盆的,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
villa,度假别墅,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
subsidize,政府资助,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
handlebar,自行车把手,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
accountable,负责的,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
scarcity,稀缺，名词,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
foremost,根本上,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
transit pass,过境通行证,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
quarry,被追捕的猎物,an animal that is being hunted down， esp. with dogs or hawks; prey,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
remainder,剩余的部分,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
compartment,隔间,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
utility room,洗衣房，杂物间,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
leisure,闲暇时间,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
veterinarian,兽医,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
fume,烟、有害气体,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
continent,大陆,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
oxide,氧化物,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
unbeknown to someone,某人所不知道的是,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
mudslide,泥石流,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
carnivorous,食肉（动物）,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
kiosk,书报亭,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
tortilla,墨西哥玉米薄饼,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
forehead,前额,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
conductor,售票员,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
loft,房顶以下房间以上的储物间,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
sack,开除,get the sack,被开除,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
overtime,加班的时间,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
nymph,幼虫,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
overcoat,大衣,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
overcast,阴天的,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
hype,炒作,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
acidic,酸性的,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
damp,潮湿,,,3,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
inauguration,就职典礼,When a new leader is inaugurated， they are formally given their new position at an official ceremony.,,4,Sun Jan 17 2021 19:48:07 GMT-0500 (Eastern Standard Time)
explicit,详尽，明确,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
an exemplar of something,某事物的典范,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
elevate,（职位）提拔,When someone or something achieves a more important rank or status， you can say that they are elevated to it.,,4,Sun Jan 17 2021 19:50:15 GMT-0500 (Eastern Standard Time)
dub,起绰号,be dubbed as,被戏称为,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
leisure craft,房车一样的度假小船,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
cellar,地下储物间,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
confluence,汇集处,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
adversity,困难，逆境,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
sleet,雨夹雪,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
cottage,乡间小屋,,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
opt,（动词）选择,If you opt for something， or opt to do something， you choose it or decide to do it in preference to anything else.,,4,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
agnostic,不可知的,,,5,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
negligent,玩忽职守，没有尽到义务,If someone in a position of responsibility is negligent， they do not do something which they ought to do.,,5,Sun Jan 17 2021 15:58:04 GMT-0500 (Eastern Standard Time)
influx,大量涌入,An influx of people or things into a place is their arrival there in large numbers.,,5,Sun Jan 17 2021 19:37:37 GMT-0500 (Eastern Standard Time)
alleged,声称,An alleged fact has been stated but has not been proved to be true.,,5,Sun Jan 17 2021 19:43:11 GMT-0500 (Eastern Standard Time)
